Authors/Speakers,Title,datetime,type,day,date,time,start_time,end_time
"Gal Yehuda,Moshe Gabel,Assaf Schuster","It's Not What Machines Can Learn, It's What We Cannot Teach",Wed Jul 15 11:00 PM -- 11:45 PM,Poster,Wed,Jul 15,Jul 15,11:00 PM,11:45 PM
"Gal Yehuda,Moshe Gabel,Assaf Schuster","It's Not What Machines Can Learn, It's What We Cannot Teach",Thu Jul 16 12:00 PM -- 12:45 PM (CEST) ,Poster,Thu,Jul 16,Jul 16,12:00 PM,12:45 PM
"Aditya Rajagopal,Diederik Vink,Stylianos Venieris,Christos-Savvas Bouganis",Multi-Precision Policy Enforced Training (MuPPET) : A Precision-Switching Strategy for Quantised Fixed-Point Training of CNNs,Wed Jul 15 11:00 PM -- 11:45 PM,Poster,Wed,Jul 15,Jul 15,11:00 PM,11:45 PM
"Aditya Rajagopal,Diederik Vink,Stylianos Venieris,Christos-Savvas Bouganis",Multi-Precision Policy Enforced Training (MuPPET) : A Precision-Switching Strategy for Quantised Fixed-Point Training of CNNs,Thu Jul 16 10:00 AM -- 10:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,10:00 AM,10:45 AM
"Alberto Maria Metelli,Flavio Mazzolini,Lorenzo Bisi,Luca Sabbioni,Marcello Restelli",Control Frequency Adaptation via Action Persistence in Batch Reinforcement Learning,Wed Jul 15 11:00 PM -- 11:45 PM,Poster,Wed,Jul 15,Jul 15,11:00 PM,11:45 PM
"Alberto Maria Metelli,Flavio Mazzolini,Lorenzo Bisi,Luca Sabbioni,Marcello Restelli",Control Frequency Adaptation via Action Persistence in Batch Reinforcement Learning,Thu Jul 16 12:00 PM -- 12:45 PM (CEST) ,Poster,Thu,Jul 16,Jul 16,12:00 PM,12:45 PM
,Coffee Break,Wed Jul 15 11:45 PM -- 12:00 AM (CEST) ,Break,Wed,Jul 15,Jul 15,11:45 PM,12:00 AM
"Rixon Crane,Fred Roosta",DINO: Distributed Newton-Type Optimization Method,Thu Jul 16 12:00 AM -- 12:45 AM,Poster,Thu,Jul 16,Jul 16,12:00 AM,12:45 AM
"Rixon Crane,Fred Roosta",DINO: Distributed Newton-Type Optimization Method,Thu Jul 16 01:00 PM -- 01:45 PM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 PM,01:45 PM
"Jin Xu,Jean-Francois Ton,Hyunjik Kim,Adam Kosiorek,Yee Whye Teh",MetaFun: Meta-Learning with Iterative Functional Updates,Thu Jul 16 12:00 AM -- 12:45 AM,Poster,Thu,Jul 16,Jul 16,12:00 AM,12:45 AM
"Jin Xu,Jean-Francois Ton,Hyunjik Kim,Adam Kosiorek,Yee Whye Teh",MetaFun: Meta-Learning with Iterative Functional Updates,Thu Jul 16 11:00 AM -- 11:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,11:00 AM,11:45 AM
"Nathan Kallus,Masatoshi Uehara",Statistically Efficient Off-Policy Policy Gradients,Thu Jul 16 12:00 AM -- 12:45 AM,Poster,Thu,Jul 16,Jul 16,12:00 AM,12:45 AM
"Nathan Kallus,Masatoshi Uehara",Statistically Efficient Off-Policy Policy Gradients,Thu Jul 16 01:00 PM -- 01:45 PM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 PM,01:45 PM
"Vlad Niculae,Andre Filipe Torres Martins",LP-SparseMAP: Differentiable Relaxed Optimization for Sparse Structured Prediction,Thu Jul 16 12:00 AM -- 12:45 AM,Poster,Thu,Jul 16,Jul 16,12:00 AM,12:45 AM
"Vlad Niculae,Andre Filipe Torres Martins",LP-SparseMAP: Differentiable Relaxed Optimization for Sparse Structured Prediction,Thu Jul 16 11:00 AM -- 11:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,11:00 AM,11:45 AM
"Ioana Bica,Ahmed Alaa,Mihaela van der Schaar",Time Series Deconfounder: Estimating Treatment Effects over Time in the Presence of Hidden Confounders,Thu Jul 16 12:00 AM -- 12:45 AM,Poster,Thu,Jul 16,Jul 16,12:00 AM,12:45 AM
"Ioana Bica,Ahmed Alaa,Mihaela van der Schaar",Time Series Deconfounder: Estimating Treatment Effects over Time in the Presence of Hidden Confounders,Thu Jul 16 11:00 AM -- 11:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,11:00 AM,11:45 AM
"Sung Whan Yoon,Jun Seo,Doyeon Kim,Jaekyun Moon",XtarNet: Learning to Extract Task-Adaptive Representation for Incremental Few-Shot Learning,Thu Jul 16 12:00 AM -- 12:45 AM,Poster,Thu,Jul 16,Jul 16,12:00 AM,12:45 AM
"Sung Whan Yoon,Jun Seo,Doyeon Kim,Jaekyun Moon",XtarNet: Learning to Extract Task-Adaptive Representation for Incremental Few-Shot Learning,Thu Jul 16 11:00 AM -- 11:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,11:00 AM,11:45 AM
"Yuguang Wang,Ming Li,Zheng Ma,Guido Montufar,Xiaosheng Zhuang,Yanan Fan",Haar Graph Pooling,Thu Jul 16 12:00 AM -- 12:45 AM,Poster,Thu,Jul 16,Jul 16,12:00 AM,12:45 AM
"Yuguang Wang,Ming Li,Zheng Ma,Guido Montufar,Xiaosheng Zhuang,Yanan Fan",Haar Graph Pooling,Thu Jul 16 11:00 AM -- 11:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,11:00 AM,11:45 AM
"Chengcheng Wan,Henry (Hank) Hoffmann,Shan Lu,Michael Maire",Orthogonalized SGD and Nested Architectures for Anytime Neural Networks,Thu Jul 16 12:00 AM -- 12:45 AM,Poster,Thu,Jul 16,Jul 16,12:00 AM,12:45 AM
"Chengcheng Wan,Henry (Hank) Hoffmann,Shan Lu,Michael Maire",Orthogonalized SGD and Nested Architectures for Anytime Neural Networks,Thu Jul 16 11:00 AM -- 11:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,11:00 AM,11:45 AM
"Adrià Puigdomenech Badia,Bilal
 Piot,Steven Kapturowski,Pablo Sprechmann,Oleksandr Vitvitskyi,
Zhaohan Guo,Charles Blundell",Agent57: Outperforming the Atari Human Benchmark,Thu Jul 16 12:00 AM -- 12:45 AM,Poster,Thu,Jul 16,Jul 16,12:00 AM,12:45 AM
"Adrià Puigdomenech Badia,Bilal
 Piot,Steven Kapturowski,Pablo Sprechmann,Oleksandr Vitvitskyi,
Zhaohan Guo,Charles Blundell",Agent57: Outperforming the Atari Human Benchmark,Thu Jul 16 11:00 AM -- 11:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,11:00 AM,11:45 AM
,Coffee Break,Thu Jul 16 12:45 AM -- 01:00 AM (CEST) ,Break,Thu,Jul 16,Jul 16,12:45 AM,01:00 AM
"Zhiyu Yao,Yunbo Wang,Mingsheng Long,Jianmin Wang",Unsupervised Transfer Learning for Spatiotemporal Predictive Networks,Thu Jul 16 01:00 AM -- 01:45 AM,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Zhiyu Yao,Yunbo Wang,Mingsheng Long,Jianmin Wang",Unsupervised Transfer Learning for Spatiotemporal Predictive Networks,Thu Jul 16 01:00 PM -- 01:45 PM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 PM,01:45 PM
"Yihan Wang,Huan Zhang,Hongge Chen,Duane Boning,Cho-Jui Hsieh",On Lp-norm Robustness of Ensemble Decision Stumps and Trees,Thu Jul 16 01:00 AM -- 01:45 AM,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Yihan Wang,Huan Zhang,Hongge Chen,Duane Boning,Cho-Jui Hsieh",On Lp-norm Robustness of Ensemble Decision Stumps and Trees,Thu Jul 16 12:00 PM -- 12:45 PM (CEST) ,Poster,Thu,Jul 16,Jul 16,12:00 PM,12:45 PM
"Akifumi Wachi,Yanan Sui",Safe Reinforcement Learning in Constrained Markov Decision Processes,Thu Jul 16 01:00 AM -- 01:45 AM,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Akifumi Wachi,Yanan Sui",Safe Reinforcement Learning in Constrained Markov Decision Processes,Thu Jul 16 01:00 PM -- 01:45 PM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 PM,01:45 PM
"Kangrui Wang,Oliver Hamelijnck,Theodoros Damoulas,Mark Steel",Non-separable Non-stationary random fields,Thu Jul 16 01:00 AM -- 01:45 AM,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Kangrui Wang,Oliver Hamelijnck,Theodoros Damoulas,Mark Steel",Non-separable Non-stationary random fields,Thu Jul 16 12:00 PM -- 12:45 PM (CEST) ,Poster,Thu,Jul 16,Jul 16,12:00 PM,12:45 PM
"Yuko Kuroki,Atsushi Miyauchi,Junya Honda,Masashi Sugiyama",Online Dense Subgraph Discovery via Blurred-Graph Feedback,Thu Jul 16 01:00 AM -- 01:45 AM,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Yuko Kuroki,Atsushi Miyauchi,Junya Honda,Masashi Sugiyama",Online Dense Subgraph Discovery via Blurred-Graph Feedback,Thu Jul 16 01:00 PM -- 01:45 PM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 PM,01:45 PM
"Wuyang Chen,Zhiding Yu,Zhangyang Wang,Anima Anandkumar",Automated Synthetic-to-Real Generalization,Thu Jul 16 01:00 AM -- 01:45 AM,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Wuyang Chen,Zhiding Yu,Zhangyang Wang,Anima Anandkumar",Automated Synthetic-to-Real Generalization,Thu Jul 16 01:00 PM -- 01:45 PM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 PM,01:45 PM
"Hang Lai,Jian Shen,Weinan Zhang,Yong Yu",Bidirectional Model-based Policy Optimization,Thu Jul 16 01:00 AM -- 01:45 AM,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Hang Lai,Jian Shen,Weinan Zhang,Yong Yu",Bidirectional Model-based Policy Optimization,Thu Jul 16 12:00 PM -- 12:45 PM (CEST) ,Poster,Thu,Jul 16,Jul 16,12:00 PM,12:45 PM
"Mingtian Zhang,Peter Hayes,Thomas Bird,Raza Habib,David Barber",Spread Divergence,Thu Jul 16 01:00 AM -- 01:45 AM,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Mingtian Zhang,Peter Hayes,Thomas Bird,Raza Habib,David Barber",Spread Divergence,Thu Jul 16 12:00 PM -- 12:45 PM (CEST) ,Poster,Thu,Jul 16,Jul 16,12:00 PM,12:45 PM
Alexia Jolicoeur-Martineau,On Relativistic f-Divergences,Thu Jul 16 01:00 AM -- 01:45 AM,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
Alexia Jolicoeur-Martineau,On Relativistic f-Divergences,Thu Jul 16 12:00 PM -- 12:45 PM (CEST) ,Poster,Thu,Jul 16,Jul 16,12:00 PM,12:45 PM
"Yuchao Cai,Hanyuan Hang,Hanfang Yang,Zhouchen Lin",Boosted Histogram Transform for Regression,Thu Jul 16 01:00 AM -- 01:45 AM,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Yuchao Cai,Hanyuan Hang,Hanfang Yang,Zhouchen Lin",Boosted Histogram Transform for Regression,Thu Jul 16 12:00 PM -- 12:45 PM (CEST) ,Poster,Thu,Jul 16,Jul 16,12:00 PM,12:45 PM
"Michihiro Yasunaga,Percy Liang","Graph-based, Self-Supervised Program Repair from Diagnostic Feedback",Thu Jul 16 01:00 AM -- 01:45 AM,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Michihiro Yasunaga,Percy Liang","Graph-based, Self-Supervised Program Repair from Diagnostic Feedback",Thu Jul 16 01:00 PM -- 01:45 PM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 PM,01:45 PM
"Wei Chen,Xiaoming Sun,Jialin Zhang,Zhijie Zhang",Optimization from Structured Samples for Coverage Functions,Thu Jul 16 01:00 AM -- 01:45 AM,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Wei Chen,Xiaoming Sun,Jialin Zhang,Zhijie Zhang",Optimization from Structured Samples for Coverage Functions,Thu Jul 16 12:00 PM -- 12:45 PM (CEST) ,Poster,Thu,Jul 16,Jul 16,12:00 PM,12:45 PM
"Inseop Chung,SeongUk Park,Kim Jangho,NOJUN KWAK",Feature-map-level Online Adversarial Knowledge Distillation,Thu Jul 16 01:00 AM -- 01:45 AM,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Inseop Chung,SeongUk Park,Kim Jangho,NOJUN KWAK",Feature-map-level Online Adversarial Knowledge Distillation,Thu Jul 16 01:00 PM -- 01:45 PM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 PM,01:45 PM
"Yi-Hsuan Wu,Chia-Hung Yuan,Shan-Hung (Brandon) Wu",Adversarial Robustness via Runtime Masking and Cleansing,Thu Jul 16 01:00 AM -- 01:45 AM,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Yi-Hsuan Wu,Chia-Hung Yuan,Shan-Hung (Brandon) Wu",Adversarial Robustness via Runtime Masking and Cleansing,Thu Jul 16 01:00 PM -- 01:45 PM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 PM,01:45 PM
"Sai Ganesh Nagarajan,David Balduzzi,Georgios Piliouras",From Chaos to Order: Symmetry and Conservation Laws in Game Dynamics,Thu Jul 16 01:00 AM -- 01:45 AM,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Sai Ganesh Nagarajan,David Balduzzi,Georgios Piliouras",From Chaos to Order: Symmetry and Conservation Laws in Game Dynamics,Thu Jul 16 01:00 PM -- 01:45 PM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 PM,01:45 PM
,Coffee Break,Thu Jul 16 01:45 AM -- 02:00 AM (CEST) ,Break,Thu,Jul 16,Jul 16,01:45 AM,02:00 AM
,Coffee Break,Thu Jul 16 02:45 AM -- 03:00 AM (CEST) ,Break,Thu,Jul 16,Jul 16,02:45 AM,03:00 AM
,Coffee Break,Thu Jul 16 03:45 AM -- 04:00 AM (CEST) ,Break,Thu,Jul 16,Jul 16,03:45 AM,04:00 AM
,Coffee Break,Thu Jul 16 04:45 AM -- 05:00 AM (CEST) ,Break,Thu,Jul 16,Jul 16,04:45 AM,05:00 AM
,Coffee Break,Thu Jul 16 05:45 AM -- 06:00 AM (CEST) ,Break,Thu,Jul 16,Jul 16,05:45 AM,06:00 AM
,Coffee Break,Thu Jul 16 06:45 AM -- 07:00 AM (CEST) ,Break,Thu,Jul 16,Jul 16,06:45 AM,07:00 AM
,Coffee Break,Thu Jul 16 07:45 AM -- 08:00 AM (CEST) ,Break,Thu,Jul 16,Jul 16,07:45 AM,08:00 AM
,Coffee Break,Thu Jul 16 09:45 AM -- 10:00 AM (CEST) ,Break,Thu,Jul 16,Jul 16,09:45 AM,10:00 AM
,Coffee Break,Thu Jul 16 10:45 AM -- 11:00 AM (CEST) ,Break,Thu,Jul 16,Jul 16,10:45 AM,11:00 AM
,Coffee Break,Thu Jul 16 11:45 AM -- 12:00 PM (CEST) ,Break,Thu,Jul 16,Jul 16,11:45 AM,12:00 PM
,Coffee Break,Thu Jul 16 12:45 PM -- 01:00 PM (CEST) ,Break,Thu,Jul 16,Jul 16,12:45 PM,01:00 PM
,Coffee Break,Thu Jul 16 01:45 PM -- 02:00 PM (CEST) ,Break,Thu,Jul 16,Jul 16,01:45 PM,02:00 PM
,Town Hall Meeting,Thu Jul 16 02:00 PM -- 03:00 PM (CEST) ,Town Hall,Thu,Jul 16,Jul 16,02:00 PM,03:00 PM
"Lijun Wu,Shufang Xie,Yingce Xia,Yang Fan,Jian-Huang Lai,Tao Qin,Tie-Yan Liu",Sequence Generation with Mixed Representations,Thu Jul 16 03:00 PM -- 03:45 PM,Poster,Thu,Jul 16,Jul 16,03:00 PM,03:45 PM
"Lijun Wu,Shufang Xie,Yingce Xia,Yang Fan,Jian-Huang Lai,Tao Qin,Tie-Yan Liu",Sequence Generation with Mixed Representations,Fri Jul 17 03:00 AM -- 03:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,03:00 AM,03:45 AM
"Peisong Wang,Qiang Chen,Xiangyu He,Jian Cheng",Towards Accurate Post-training Network Quantization via Bit-Split and Stitching,Thu Jul 16 03:00 PM -- 03:45 PM,Poster,Thu,Jul 16,Jul 16,03:00 PM,03:45 PM
"Peisong Wang,Qiang Chen,Xiangyu He,Jian Cheng",Towards Accurate Post-training Network Quantization via Bit-Split and Stitching,Fri Jul 17 04:00 AM -- 04:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,04:00 AM,04:45 AM
"Tongzhou Wang,Phillip Isola",Understanding Contrastive Representation Learning through Geometry on the Hypersphere,Thu Jul 16 03:00 PM -- 03:45 PM,Poster,Thu,Jul 16,Jul 16,03:00 PM,03:45 PM
"Tongzhou Wang,Phillip Isola",Understanding Contrastive Representation Learning through Geometry on the Hypersphere,Fri Jul 17 02:00 AM -- 02:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,02:00 AM,02:45 AM
"Bingcong Li,Lingda Wang,Georgios B. Giannakis",Almost Tune-Free Variance Reduction,Thu Jul 16 03:00 PM -- 03:45 PM,Poster,Thu,Jul 16,Jul 16,03:00 PM,03:45 PM
"Bingcong Li,Lingda Wang,Georgios B. Giannakis",Almost Tune-Free Variance Reduction,Fri Jul 17 02:00 AM -- 02:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,02:00 AM,02:45 AM
"Prasad Chalasani,Jiefeng Chen,Amrita Roy Chowdhury,Xi Wu,Somesh Jha",Concise Explanations of Neural Networks using Adversarial Training,Thu Jul 16 03:00 PM -- 03:45 PM,Poster,Thu,Jul 16,Jul 16,03:00 PM,03:45 PM
"Prasad Chalasani,Jiefeng Chen,Amrita Roy Chowdhury,Xi Wu,Somesh Jha",Concise Explanations of Neural Networks using Adversarial Training,Fri Jul 17 02:00 AM -- 02:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,02:00 AM,02:45 AM
"Quinlan Sykora,Mengye Ren,Raquel Urtasun",Multi-Agent Routing Value Iteration Network,Thu Jul 16 03:00 PM -- 03:45 PM,Poster,Thu,Jul 16,Jul 16,03:00 PM,03:45 PM
"Quinlan Sykora,Mengye Ren,Raquel Urtasun",Multi-Agent Routing Value Iteration Network,Fri Jul 17 02:00 AM -- 02:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,02:00 AM,02:45 AM
"Utku Evci,Trevor Gale,Jacob Menick,Pablo Samuel Castro,Erich Elsen",Rigging the Lottery: Making All Tickets Winners,Thu Jul 16 03:00 PM -- 03:45 PM,Poster,Thu,Jul 16,Jul 16,03:00 PM,03:45 PM
"Utku Evci,Trevor Gale,Jacob Menick,Pablo Samuel Castro,Erich Elsen",Rigging the Lottery: Making All Tickets Winners,Fri Jul 17 02:00 AM -- 02:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,02:00 AM,02:45 AM
"Huang Hengguan,Fuzhao Xue,Hao Wang,Ye Wang",Deep Graph Random Process for Relational-Thinking-Based  Speech Recognition,Thu Jul 16 03:00 PM -- 03:45 PM,Poster,Thu,Jul 16,Jul 16,03:00 PM,03:45 PM
"Huang Hengguan,Fuzhao Xue,Hao Wang,Ye Wang",Deep Graph Random Process for Relational-Thinking-Based  Speech Recognition,Fri Jul 17 04:00 AM -- 04:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,04:00 AM,04:45 AM
"Yanzhi Chen,Renjie Xie,Zhanxing Zhu",On Breaking Deep Generative Model-based Defenses and Beyond,Thu Jul 16 03:00 PM -- 03:45 PM,Poster,Thu,Jul 16,Jul 16,03:00 PM,03:45 PM
"Yanzhi Chen,Renjie Xie,Zhanxing Zhu",On Breaking Deep Generative Model-based Defenses and Beyond,Fri Jul 17 04:00 AM -- 04:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,04:00 AM,04:45 AM
"Priyank Jaini,Ivan Kobyzev,Yaoliang Yu,Marcus Brubaker",Tails of Lipschitz Triangular Flows,Thu Jul 16 03:00 PM -- 03:45 PM,Poster,Thu,Jul 16,Jul 16,03:00 PM,03:45 PM
"Priyank Jaini,Ivan Kobyzev,Yaoliang Yu,Marcus Brubaker",Tails of Lipschitz Triangular Flows,Fri Jul 17 04:00 AM -- 04:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,04:00 AM,04:45 AM
"Louis-Pascal Xhonneux,Meng Qu,Jian Tang",Continuous Graph Neural Networks,Thu Jul 16 03:00 PM -- 03:45 PM,Poster,Thu,Jul 16,Jul 16,03:00 PM,03:45 PM
"Louis-Pascal Xhonneux,Meng Qu,Jian Tang",Continuous Graph Neural Networks,Fri Jul 17 02:00 AM -- 02:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,02:00 AM,02:45 AM
"Maggie Makar,Fredrik Johansson,John Guttag,David Sontag",Estimation of Bounds on Potential Outcomes For Decision Making,Thu Jul 16 03:00 PM -- 03:45 PM,Poster,Thu,Jul 16,Jul 16,03:00 PM,03:45 PM
"Maggie Makar,Fredrik Johansson,John Guttag,David Sontag",Estimation of Bounds on Potential Outcomes For Decision Making,Fri Jul 17 02:00 AM -- 02:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,02:00 AM,02:45 AM
"Micah Goldblum,Liam Fowl,Renkun Ni,Steven Reich,Valeriia Cherepanova,Tom Goldstein",Unraveling Meta-Learning: Understanding Feature Representations for Few-Shot Tasks,Thu Jul 16 03:00 PM -- 03:45 PM,Poster,Thu,Jul 16,Jul 16,03:00 PM,03:45 PM
"Micah Goldblum,Liam Fowl,Renkun Ni,Steven Reich,Valeriia Cherepanova,Tom Goldstein",Unraveling Meta-Learning: Understanding Feature Representations for Few-Shot Tasks,Fri Jul 17 03:00 AM -- 03:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,03:00 AM,03:45 AM
"Yaqi Duan,Zeyu Jia,Mengdi Wang",Minimax-Optimal Off-Policy Evaluation with Linear Function Approximation,Thu Jul 16 03:00 PM -- 03:45 PM,Poster,Thu,Jul 16,Jul 16,03:00 PM,03:45 PM
"Yaqi Duan,Zeyu Jia,Mengdi Wang",Minimax-Optimal Off-Policy Evaluation with Linear Function Approximation,Fri Jul 17 02:00 AM -- 02:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,02:00 AM,02:45 AM
"Hyeonseong Jeon,Young Oh Bang,Junyaup Kim,Simon Woo",T-GD: Transferable GAN-generated Images Detection Framework,Thu Jul 16 03:00 PM -- 03:45 PM,Poster,Thu,Jul 16,Jul 16,03:00 PM,03:45 PM
"Hyeonseong Jeon,Young Oh Bang,Junyaup Kim,Simon Woo",T-GD: Transferable GAN-generated Images Detection Framework,Fri Jul 17 04:00 AM -- 04:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,04:00 AM,04:45 AM
"Hoang Nguyen,Takanori Maehara",Graph Homomorphism Convolution,Thu Jul 16 03:00 PM -- 03:45 PM,Poster,Thu,Jul 16,Jul 16,03:00 PM,03:45 PM
"Hoang Nguyen,Takanori Maehara",Graph Homomorphism Convolution,Fri Jul 17 02:00 AM -- 02:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,02:00 AM,02:45 AM
"Blake Bordelon,Abdulkadir Canatar,Cengiz Pehlevan",Spectrum Dependent Learning Curves in Kernel Regression and Wide Neural Networks,Thu Jul 16 03:00 PM -- 03:45 PM,Poster,Thu,Jul 16,Jul 16,03:00 PM,03:45 PM
"Blake Bordelon,Abdulkadir Canatar,Cengiz Pehlevan",Spectrum Dependent Learning Curves in Kernel Regression and Wide Neural Networks,Fri Jul 17 02:00 AM -- 02:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,02:00 AM,02:45 AM
"Chris Finlay,Joern-Henrik Jacobsen,Levon Nurbekyan,Adam Oberman",How to Train Your Neural ODE: the World of Jacobian and Kinetic Regularization,Thu Jul 16 03:00 PM -- 03:45 PM,Poster,Thu,Jul 16,Jul 16,03:00 PM,03:45 PM
"Chris Finlay,Joern-Henrik Jacobsen,Levon Nurbekyan,Adam Oberman",How to Train Your Neural ODE: the World of Jacobian and Kinetic Regularization,Fri Jul 17 02:00 AM -- 02:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,02:00 AM,02:45 AM
"Shiyu Chang,Yang Zhang,Mo Yu,Tommi Jaakkola",Invariant Rationalization,Thu Jul 16 03:00 PM -- 03:45 PM,Poster,Thu,Jul 16,Jul 16,03:00 PM,03:45 PM
"Shiyu Chang,Yang Zhang,Mo Yu,Tommi Jaakkola",Invariant Rationalization,Fri Jul 17 02:00 AM -- 02:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,02:00 AM,02:45 AM
"Songzhu Zheng,Pengxiang Wu,Aman Goswami,Mayank Goswami,Dimitris Metaxas,Chao Chen",Error-Bounded Correction of Noisy Labels,Thu Jul 16 03:00 PM -- 03:45 PM,Poster,Thu,Jul 16,Jul 16,03:00 PM,03:45 PM
"Songzhu Zheng,Pengxiang Wu,Aman Goswami,Mayank Goswami,Dimitris Metaxas,Chao Chen",Error-Bounded Correction of Noisy Labels,Fri Jul 17 02:00 AM -- 02:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,02:00 AM,02:45 AM
"Xiao Shi Huang,Felipe Perez,Jimmy Ba,Maksims Volkovs",Improving Transformer Optimization Through Better Initialization ,Thu Jul 16 03:00 PM -- 03:45 PM,Poster,Thu,Jul 16,Jul 16,03:00 PM,03:45 PM
"Xiao Shi Huang,Felipe Perez,Jimmy Ba,Maksims Volkovs",Improving Transformer Optimization Through Better Initialization ,Fri Jul 17 03:00 AM -- 03:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,03:00 AM,03:45 AM
"Daoli Zhu,Lei Zhao",Linear Convergence of Randomized Primal-Dual Coordinate Method for Large-scale Linear Constrained Convex Programming,Thu Jul 16 03:00 PM -- 03:45 PM,Poster,Thu,Jul 16,Jul 16,03:00 PM,03:45 PM
"Daoli Zhu,Lei Zhao",Linear Convergence of Randomized Primal-Dual Coordinate Method for Large-scale Linear Constrained Convex Programming,Fri Jul 17 02:00 AM -- 02:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,02:00 AM,02:45 AM
"Minh Hoang,Carleton Kingsford",Optimizing Dynamic Structures with Bayesian Generative Search,Thu Jul 16 03:00 PM -- 03:45 PM,Poster,Thu,Jul 16,Jul 16,03:00 PM,03:45 PM
"Minh Hoang,Carleton Kingsford",Optimizing Dynamic Structures with Bayesian Generative Search,Fri Jul 17 02:00 AM -- 02:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,02:00 AM,02:45 AM
"Dylan Peifer,Michael Stillman,Daniel Halpern-Leistner",Learning Selection Strategies in Buchberger’s Algorithm,Thu Jul 16 03:00 PM -- 03:45 PM,Poster,Thu,Jul 16,Jul 16,03:00 PM,03:45 PM
"Dylan Peifer,Michael Stillman,Daniel Halpern-Leistner",Learning Selection Strategies in Buchberger’s Algorithm,Fri Jul 17 02:00 AM -- 02:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,02:00 AM,02:45 AM
"Rakshit Trivedi,Jiachen Yang,Hongyuan Zha",GraphOpt: Learning Optimization Models of Graph Formation,Thu Jul 16 03:00 PM -- 03:45 PM,Poster,Thu,Jul 16,Jul 16,03:00 PM,03:45 PM
"Rakshit Trivedi,Jiachen Yang,Hongyuan Zha",GraphOpt: Learning Optimization Models of Graph Formation,Fri Jul 17 02:00 AM -- 02:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,02:00 AM,02:45 AM
