Authors/Speakers,Title,datetime,type,day,date,time,start_time,end_time
"Marc Abeille,Alessandro Lazaric",Efficient Optimistic Exploration in Linear-Quadratic Regulators via Lagrangian Relaxation,Thu Jul 16 08:00 AM -- 08:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,08:00 AM,08:45 AM
"Leonard Hasenclever,Fabio Pardo,Raia Hadsell,Nicolas Heess,Josh Merel",CoMic: Co-Training and Mimicry for Reusable Skills,Wed Jul 15 09:00 PM -- 09:45 PM,Poster,Wed,Jul 15,Jul 15,09:00 PM,09:45 PM
"Leonard Hasenclever,Fabio Pardo,Raia Hadsell,Nicolas Heess,Josh Merel",CoMic: Co-Training and Mimicry for Reusable Skills,Thu Jul 16 10:00 AM -- 10:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,10:00 AM,10:45 AM
"Yuan Zhou,Hongseok Yang,Yee Whye Teh,Tom Rainforth","Divide, Conquer, and Combine: a New Inference Strategy for Probabilistic Programs with Stochastic Support",Wed Jul 15 09:00 PM -- 09:45 PM,Poster,Wed,Jul 15,Jul 15,09:00 PM,09:45 PM
"Yuan Zhou,Hongseok Yang,Yee Whye Teh,Tom Rainforth","Divide, Conquer, and Combine: a New Inference Strategy for Probabilistic Programs with Stochastic Support",Thu Jul 16 10:00 AM -- 10:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,10:00 AM,10:45 AM
"lei luo,yanfu Zhang,Heng Huang",Adversarial Nonnegative Matrix Factorization,Wed Jul 15 09:00 PM -- 09:45 PM,Poster,Wed,Jul 15,Jul 15,09:00 PM,09:45 PM
"lei luo,yanfu Zhang,Heng Huang",Adversarial Nonnegative Matrix Factorization,Thu Jul 16 08:00 AM -- 08:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,08:00 AM,08:45 AM
"Jongseok Lee,Matthias Humt,Jianxiang Feng,Rudolph Triebel",Estimating Model Uncertainty of Neural Network in Sparse Information Form,Wed Jul 15 09:00 PM -- 09:45 PM,Poster,Wed,Jul 15,Jul 15,09:00 PM,09:45 PM
"Jongseok Lee,Matthias Humt,Jianxiang Feng,Rudolph Triebel",Estimating Model Uncertainty of Neural Network in Sparse Information Form,Thu Jul 16 09:00 AM -- 09:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,09:00 AM,09:45 AM
"Hai Phan,My T. Thai,Han Hu,Ruoming Jin,Tong Sun,Dejing Dou",Scalable Differential Privacy with Certified Robustness in Adversarial Learning,Wed Jul 15 09:00 PM -- 09:45 PM,Poster,Wed,Jul 15,Jul 15,09:00 PM,09:45 PM
"Hai Phan,My T. Thai,Han Hu,Ruoming Jin,Tong Sun,Dejing Dou",Scalable Differential Privacy with Certified Robustness in Adversarial Learning,Thu Jul 16 10:00 AM -- 10:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,10:00 AM,10:45 AM
"Omer Gottesman,Joseph Futoma,Yao Liu,Sonali Parbhoo,Leo Celi,Emma Brunskill,Finale Doshi-Velez",Interpretable Off-Policy Evaluation in Reinforcement Learning by Highlighting Influential Transitions,Wed Jul 15 09:00 PM -- 09:45 PM,Poster,Wed,Jul 15,Jul 15,09:00 PM,09:45 PM
"Omer Gottesman,Joseph Futoma,Yao Liu,Sonali Parbhoo,Leo Celi,Emma Brunskill,Finale Doshi-Velez",Interpretable Off-Policy Evaluation in Reinforcement Learning by Highlighting Influential Transitions,Thu Jul 16 10:00 AM -- 10:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,10:00 AM,10:45 AM
"Yehuda Dar,Paul Mayer,Lorenzo Luzi,Richard Baraniuk","Subspace Fitting Meets Regression:
 The Effects of Supervision and  Orthonormality Constraints on Double 
Descent of Generalization Errors",Wed Jul 15 09:00 PM -- 09:45 PM,Poster,Wed,Jul 15,Jul 15,09:00 PM,09:45 PM
"Yehuda Dar,Paul Mayer,Lorenzo Luzi,Richard Baraniuk","Subspace Fitting Meets Regression:
 The Effects of Supervision and  Orthonormality Constraints on Double 
Descent of Generalization Errors",Thu Jul 16 10:00 AM -- 10:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,10:00 AM,10:45 AM
"Wessel Bruinsma,Eric Perim Martins,William Tebbutt,Scott Hosking,Arno Solin,Richard E Turner",Scalable Exact Inference in Multi-Output Gaussian Processes,Wed Jul 15 09:00 PM -- 09:45 PM,Poster,Wed,Jul 15,Jul 15,09:00 PM,09:45 PM
"Wessel Bruinsma,Eric Perim Martins,William Tebbutt,Scott Hosking,Arno Solin,Richard E Turner",Scalable Exact Inference in Multi-Output Gaussian Processes,Thu Jul 16 10:00 AM -- 10:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,10:00 AM,10:45 AM
"Jeremias Knoblauch,Hisham Husain,Tom Diethe",Optimal Continual Learning has Perfect Memory and is NP-hard,Wed Jul 15 09:00 PM -- 09:45 PM,Poster,Wed,Jul 15,Jul 15,09:00 PM,09:45 PM
"Jeremias Knoblauch,Hisham Husain,Tom Diethe",Optimal Continual Learning has Perfect Memory and is NP-hard,Thu Jul 16 10:00 AM -- 10:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,10:00 AM,10:45 AM
"Badih Ghazi,Ravi Kumar,Pasin Manurangsi,Rasmus Pagh",Private Counting from Anonymous Messages: Near-Optimal Accuracy with Vanishing Communication Overhead,Wed Jul 15 09:00 PM -- 09:45 PM,Poster,Wed,Jul 15,Jul 15,09:00 PM,09:45 PM
"Badih Ghazi,Ravi Kumar,Pasin Manurangsi,Rasmus Pagh",Private Counting from Anonymous Messages: Near-Optimal Accuracy with Vanishing Communication Overhead,Thu Jul 16 08:00 AM -- 08:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,08:00 AM,08:45 AM
Alexey Drutsa,Reserve Pricing in Repeated Second-Price Auctions with Strategic Bidders,Wed Jul 15 09:00 PM -- 09:45 PM,Poster,Wed,Jul 15,Jul 15,09:00 PM,09:45 PM
Alexey Drutsa,Reserve Pricing in Repeated Second-Price Auctions with Strategic Bidders,Thu Jul 16 10:00 AM -- 10:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,10:00 AM,10:45 AM
"Rotem Mulayoff,Tomer Michaeli",Unique Properties of Wide Minima in Deep Networks,Wed Jul 15 09:00 PM -- 09:45 PM,Poster,Wed,Jul 15,Jul 15,09:00 PM,09:45 PM
"Rotem Mulayoff,Tomer Michaeli",Unique Properties of Wide Minima in Deep Networks,Thu Jul 16 10:00 AM -- 10:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,10:00 AM,10:45 AM
"Anton Obukhov,Maxim Rakhuba,Menelaos Kanakis,Stamatios Georgoulis,Dengxin  Dai,Luc Van Gool",T-Basis: a Compact Representation for Neural Networks,Wed Jul 15 09:00 PM -- 09:45 PM,Poster,Wed,Jul 15,Jul 15,09:00 PM,09:45 PM
"Anton Obukhov,Maxim Rakhuba,Menelaos Kanakis,Stamatios Georgoulis,Dengxin  Dai,Luc Van Gool",T-Basis: a Compact Representation for Neural Networks,Thu Jul 16 10:00 AM -- 10:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,10:00 AM,10:45 AM
"Rob Cornish,Anthony Caterini,George Deligiannidis,Arnaud Doucet",Relaxing Bijectivity Constraints with Continuously Indexed Normalising Flows,Wed Jul 15 09:00 PM -- 09:45 PM,Poster,Wed,Jul 15,Jul 15,09:00 PM,09:45 PM
"Rob Cornish,Anthony Caterini,George Deligiannidis,Arnaud Doucet",Relaxing Bijectivity Constraints with Continuously Indexed Normalising Flows,Thu Jul 16 10:00 AM -- 10:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,10:00 AM,10:45 AM
,Coffee Break,Wed Jul 15 09:45 PM -- 10:00 PM (CEST) ,Break,Wed,Jul 15,Jul 15,09:45 PM,10:00 PM
"Amos Gropp,Lior Yariv,Niv Haim,Matan Atzmon,Yaron Lipman",Implicit Geometric Regularization for Learning Shapes,Wed Jul 15 10:00 PM -- 10:45 PM,Poster,Wed,Jul 15,Jul 15,10:00 PM,10:45 PM
"Amos Gropp,Lior Yariv,Niv Haim,Matan Atzmon,Yaron Lipman",Implicit Geometric Regularization for Learning Shapes,Thu Jul 16 11:00 AM -- 11:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,11:00 AM,11:45 AM
"Cyrille W. Combettes,Sebastian Pokutta",Boosting Frank-Wolfe by Chasing Gradients,Wed Jul 15 10:00 PM -- 10:45 PM,Poster,Wed,Jul 15,Jul 15,10:00 PM,10:45 PM
"Cyrille W. Combettes,Sebastian Pokutta",Boosting Frank-Wolfe by Chasing Gradients,Thu Jul 16 09:00 AM -- 09:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,09:00 AM,09:45 AM
"Csaba Toth,Harald Oberhauser",Bayesian Learning from Sequential Data using Gaussian Processes with Signature Covariances,Wed Jul 15 10:00 PM -- 10:45 PM,Poster,Wed,Jul 15,Jul 15,10:00 PM,10:45 PM
"Csaba Toth,Harald Oberhauser",Bayesian Learning from Sequential Data using Gaussian Processes with Signature Covariances,Thu Jul 16 11:00 AM -- 11:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,11:00 AM,11:45 AM
"Samuel Smith,Erich Elsen,Soham De",On the Generalization Benefit of Noise in Stochastic Gradient Descent,Wed Jul 15 10:00 PM -- 10:45 PM,Poster,Wed,Jul 15,Jul 15,10:00 PM,10:45 PM
"Samuel Smith,Erich Elsen,Soham De",On the Generalization Benefit of Noise in Stochastic Gradient Descent,Thu Jul 16 10:00 AM -- 10:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,10:00 AM,10:45 AM
"Qiang Zhang,Aldo Lipani,Omer Kirnap,Emine Yilmaz",Self-Attentive Hawkes Process,Wed Jul 15 10:00 PM -- 10:45 PM,Poster,Wed,Jul 15,Jul 15,10:00 PM,10:45 PM
"Qiang Zhang,Aldo Lipani,Omer Kirnap,Emine Yilmaz",Self-Attentive Hawkes Process,Thu Jul 16 10:00 AM -- 10:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,10:00 AM,10:45 AM
"Nikola Konstantinov,Elias Frantar,Dan Alistarh,Christoph H. Lampert",On the Sample Complexity of Adversarial Multi-Source PAC Learning,Wed Jul 15 10:00 PM -- 10:45 PM,Poster,Wed,Jul 15,Jul 15,10:00 PM,10:45 PM
"Nikola Konstantinov,Elias Frantar,Dan Alistarh,Christoph H. Lampert",On the Sample Complexity of Adversarial Multi-Source PAC Learning,Thu Jul 16 11:00 AM -- 11:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,11:00 AM,11:45 AM
"Federica Gerace,Bruno Loureiro,Florent Krzakala,Marc Mezard,Lenka Zdeborova",Generalisation error in learning with random features and the hidden manifold model,Wed Jul 15 10:00 PM -- 10:45 PM,Poster,Wed,Jul 15,Jul 15,10:00 PM,10:45 PM
"Federica Gerace,Bruno Loureiro,Florent Krzakala,Marc Mezard,Lenka Zdeborova",Generalisation error in learning with random features and the hidden manifold model,Thu Jul 16 11:00 AM -- 11:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,11:00 AM,11:45 AM
"Ramin Hasani,Mathias Lechner,Alexander Amini,Daniela Rus,Radu Grosu",The Natural Lottery Ticket Winner: Reinforcement Learning with Ordinary Neural Circuits,Wed Jul 15 10:00 PM -- 10:45 PM,Poster,Wed,Jul 15,Jul 15,10:00 PM,10:45 PM
"Ramin Hasani,Mathias Lechner,Alexander Amini,Daniela Rus,Radu Grosu",The Natural Lottery Ticket Winner: Reinforcement Learning with Ordinary Neural Circuits,Thu Jul 16 11:00 AM -- 11:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,11:00 AM,11:45 AM
"Vien Mai,Mikael Johansson",Convergence of a Stochastic Gradient Method with Momentum for Non-Smooth Non-Convex Optimization,Wed Jul 15 10:00 PM -- 10:45 PM,Poster,Wed,Jul 15,Jul 15,10:00 PM,10:45 PM
"Vien Mai,Mikael Johansson",Convergence of a Stochastic Gradient Method with Momentum for Non-Smooth Non-Convex Optimization,Thu Jul 16 11:00 AM -- 11:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,11:00 AM,11:45 AM
"Srinivasan Arunachalam,Reevu Maity",Quantum Boosting,Wed Jul 15 10:00 PM -- 10:45 PM,Poster,Wed,Jul 15,Jul 15,10:00 PM,10:45 PM
"Srinivasan Arunachalam,Reevu Maity",Quantum Boosting,Thu Jul 16 11:00 AM -- 11:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,11:00 AM,11:45 AM
"William Wilkinson,Paul Chang,Michael Andersen,Arno Solin",State Space Expectation Propagation: Efficient Inference Schemes for Temporal Gaussian Processes,Wed Jul 15 10:00 PM -- 10:45 PM,Poster,Wed,Jul 15,Jul 15,10:00 PM,10:45 PM
"William Wilkinson,Paul Chang,Michael Andersen,Arno Solin",State Space Expectation Propagation: Efficient Inference Schemes for Temporal Gaussian Processes,Thu Jul 16 11:00 AM -- 11:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,11:00 AM,11:45 AM
"Nemanja Djuric,Zhuang Wang,Slobodan Vucetic",Growing Adaptive Multi-hyperplane Machines,Wed Jul 15 10:00 PM -- 10:45 PM,Poster,Wed,Jul 15,Jul 15,10:00 PM,10:45 PM
"Nemanja Djuric,Zhuang Wang,Slobodan Vucetic",Growing Adaptive Multi-hyperplane Machines,Thu Jul 16 11:00 AM -- 11:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,11:00 AM,11:45 AM
"Daniyar Chumbalov,Lucas Maystre,Matthias Grossglauser",Scalable and Efficient Comparison-based Search without Features,Wed Jul 15 10:00 PM -- 10:45 PM,Poster,Wed,Jul 15,Jul 15,10:00 PM,10:45 PM
"Daniyar Chumbalov,Lucas Maystre,Matthias Grossglauser",Scalable and Efficient Comparison-based Search without Features,Thu Jul 16 11:00 AM -- 11:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,11:00 AM,11:45 AM
"Anastasiia Koloskova,Nicolas Loizou,Sadra Boreiri,Martin Jaggi,Sebastian Stich",A Unified Theory of Decentralized SGD with Changing Topology and Local Updates,Wed Jul 15 10:00 PM -- 10:45 PM,Poster,Wed,Jul 15,Jul 15,10:00 PM,10:45 PM
"Anastasiia Koloskova,Nicolas Loizou,Sadra Boreiri,Martin Jaggi,Sebastian Stich",A Unified Theory of Decentralized SGD with Changing Topology and Local Updates,Thu Jul 16 11:00 AM -- 11:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,11:00 AM,11:45 AM
"Angelos Katharopoulos,Apoorv Vyas,Nikolaos Pappas,Francois Fleuret",Transformers are RNNs: Fast Autoregressive Transformers with Linear Attention,Wed Jul 15 10:00 PM -- 10:45 PM,Poster,Wed,Jul 15,Jul 15,10:00 PM,10:45 PM
"Angelos Katharopoulos,Apoorv Vyas,Nikolaos Pappas,Francois Fleuret",Transformers are RNNs: Fast Autoregressive Transformers with Linear Attention,Thu Jul 16 10:00 AM -- 10:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,10:00 AM,10:45 AM
"Kirill Neklyudov,Max Welling,Evgenii Egorov,Dmitry Vetrov",Involutive MCMC: One Way to Derive Them All,Wed Jul 15 10:00 PM -- 10:45 PM,Poster,Wed,Jul 15,Jul 15,10:00 PM,10:45 PM
"Kirill Neklyudov,Max Welling,Evgenii Egorov,Dmitry Vetrov",Involutive MCMC: One Way to Derive Them All,Thu Jul 16 10:00 AM -- 10:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,10:00 AM,10:45 AM
"Pierre Ablin,Gabriel Peyré,Thomas Moreau",Super-efficiency of automatic differentiation for functions defined as a minimum,Wed Jul 15 10:00 PM -- 10:45 PM,Poster,Wed,Jul 15,Jul 15,10:00 PM,10:45 PM
"Pierre Ablin,Gabriel Peyré,Thomas Moreau",Super-efficiency of automatic differentiation for functions defined as a minimum,Thu Jul 16 10:00 AM -- 10:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,10:00 AM,10:45 AM
"Nicolai Engelmann,Dominik Linzner,Heinz Koeppl",Augmenting Continuous Time Bayesian Networks with Clocks,Wed Jul 15 10:00 PM -- 10:45 PM,Poster,Wed,Jul 15,Jul 15,10:00 PM,10:45 PM
"Nicolai Engelmann,Dominik Linzner,Heinz Koeppl",Augmenting Continuous Time Bayesian Networks with Clocks,Thu Jul 16 11:00 AM -- 11:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,11:00 AM,11:45 AM
"Rasheed El-Bouri,David Eyre,Peter Watkinson,Tingting Zhu,David Clifton",Student-Teacher Curriculum Learning via Reinforcement Learning: Predicting Hospital Inpatient Admission Location,Wed Jul 15 10:00 PM -- 10:45 PM,Poster,Wed,Jul 15,Jul 15,10:00 PM,10:45 PM
"Rasheed El-Bouri,David Eyre,Peter Watkinson,Tingting Zhu,David Clifton",Student-Teacher Curriculum Learning via Reinforcement Learning: Predicting Hospital Inpatient Admission Location,Thu Jul 16 10:00 AM -- 10:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,10:00 AM,10:45 AM
"Christos Matsoukas,Albert Bou 
Hernandez,Yue Liu,Karin Dembrower,Gisele Miranda,Emir Konuk,
Johan Fredin Haslum,Athanasios Zouzos,Peter Lindholm,Fredrik 
Strand,Kevin Smith",Adding seemingly uninformative labels helps in low data regimes,Wed Jul 15 10:00 PM -- 10:45 PM,Poster,Wed,Jul 15,Jul 15,10:00 PM,10:45 PM
"Christos Matsoukas,Albert Bou 
Hernandez,Yue Liu,Karin Dembrower,Gisele Miranda,Emir Konuk,
Johan Fredin Haslum,Athanasios Zouzos,Peter Lindholm,Fredrik 
Strand,Kevin Smith",Adding seemingly uninformative labels helps in low data regimes,Thu Jul 16 10:00 AM -- 10:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,10:00 AM,10:45 AM
"Laura Rieger,Chandan Singh,William Murdoch,Bin Yu",Interpretations are Useful: Penalizing Explanations to Align Neural Networks with Prior Knowledge,Wed Jul 15 10:00 PM -- 10:45 PM,Poster,Wed,Jul 15,Jul 15,10:00 PM,10:45 PM
"Laura Rieger,Chandan Singh,William Murdoch,Bin Yu",Interpretations are Useful: Penalizing Explanations to Align Neural Networks with Prior Knowledge,Thu Jul 16 10:00 AM -- 10:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,10:00 AM,10:45 AM
"Roberta Raileanu,Max Goldstein,Arthur Szlam,Facebook Rob Fergus",Fast Adaptation to New Environments via Policy-Dynamics Value Functions,Wed Jul 15 10:00 PM -- 10:45 PM,Poster,Wed,Jul 15,Jul 15,10:00 PM,10:45 PM
"Roberta Raileanu,Max Goldstein,Arthur Szlam,Facebook Rob Fergus",Fast Adaptation to New Environments via Policy-Dynamics Value Functions,Thu Jul 16 11:00 AM -- 11:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,11:00 AM,11:45 AM
"Emmanuel Bengio,Joelle Pineau,Doina Precup",Interference and Generalization in Temporal Difference Learning,Wed Jul 15 10:00 PM -- 10:45 PM,Poster,Wed,Jul 15,Jul 15,10:00 PM,10:45 PM
"Emmanuel Bengio,Joelle Pineau,Doina Precup",Interference and Generalization in Temporal Difference Learning,Thu Jul 16 11:00 AM -- 11:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,11:00 AM,11:45 AM
"Joel Frank,Thorsten Eisenhofer,Lea Schönherr,Dorothea Kolossa,Thorsten Holz,Asja Fischer",Leveraging Frequency Analysis for Deep Fake Image Recognition,Wed Jul 15 10:00 PM -- 10:45 PM,Poster,Wed,Jul 15,Jul 15,10:00 PM,10:45 PM
"Joel Frank,Thorsten Eisenhofer,Lea Schönherr,Dorothea Kolossa,Thorsten Holz,Asja Fischer",Leveraging Frequency Analysis for Deep Fake Image Recognition,Thu Jul 16 11:00 AM -- 11:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,11:00 AM,11:45 AM
"David Romero,Erik Bekkers,Jakub Tomczak,Mark Hoogendoorn",Attentive Group Equivariant Convolutional Networks,Wed Jul 15 10:00 PM -- 10:45 PM,Poster,Wed,Jul 15,Jul 15,10:00 PM,10:45 PM
"David Romero,Erik Bekkers,Jakub Tomczak,Mark Hoogendoorn",Attentive Group Equivariant Convolutional Networks,Thu Jul 16 09:00 AM -- 09:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,09:00 AM,09:45 AM
"Thomas Scialom,Paul-Alexis Dray,Sylvain Lamprier,Benjamin Piwowarski,Jacopo Staiano",Discriminative Adversarial Search for Abstractive Summarization,Wed Jul 15 10:00 PM -- 10:45 PM,Poster,Wed,Jul 15,Jul 15,10:00 PM,10:45 PM
"Thomas Scialom,Paul-Alexis Dray,Sylvain Lamprier,Benjamin Piwowarski,Jacopo Staiano",Discriminative Adversarial Search for Abstractive Summarization,Thu Jul 16 10:00 AM -- 10:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,10:00 AM,10:45 AM
"Miles Lopes,Jessie X.T. Chen",Estimating the Error of Randomized Newton Methods: A Bootstrap Approach,Wed Jul 15 10:00 PM -- 10:45 PM,Poster,Wed,Jul 15,Jul 15,10:00 PM,10:45 PM
"Miles Lopes,Jessie X.T. Chen",Estimating the Error of Randomized Newton Methods: A Bootstrap Approach,Thu Jul 16 09:00 AM -- 09:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,09:00 AM,09:45 AM
"Markus Nagel,Rana Ali Amjad,Marinus van Baalen,Christos Louizos,Tijmen Blankevoort",Up or Down? Adaptive Rounding for Post-Training Quantization,Wed Jul 15 10:00 PM -- 10:45 PM,Poster,Wed,Jul 15,Jul 15,10:00 PM,10:45 PM
"Markus Nagel,Rana Ali Amjad,Marinus van Baalen,Christos Louizos,Tijmen Blankevoort",Up or Down? Adaptive Rounding for Post-Training Quantization,Thu Jul 16 09:00 AM -- 09:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,09:00 AM,09:45 AM
,Coffee Break,Wed Jul 15 10:45 PM -- 11:00 PM (CEST) ,Break,Wed,Jul 15,Jul 15,10:45 PM,11:00 PM
"Guy Hacohen,Leshem Choshen,Daphna Weinshall",Let's Agree to Agree: Neural Networks Share Classification Order on Real Datasets,Wed Jul 15 11:00 PM -- 11:45 PM,Poster,Wed,Jul 15,Jul 15,11:00 PM,11:45 PM
"Guy Hacohen,Leshem Choshen,Daphna Weinshall",Let's Agree to Agree: Neural Networks Share Classification Order on Real Datasets,Thu Jul 16 12:00 PM -- 12:45 PM (CEST) ,Poster,Thu,Jul 16,Jul 16,12:00 PM,12:45 PM
"Zoltán Milacski,Barnabás Póczos,Andras Lorincz",VideoOneNet: Bidirectional Convolutional Recurrent OneNet with Trainable Data Steps for Video Processing,Wed Jul 15 11:00 PM -- 11:45 PM,Poster,Wed,Jul 15,Jul 15,11:00 PM,11:45 PM
"Zoltán Milacski,Barnabás Póczos,Andras Lorincz",VideoOneNet: Bidirectional Convolutional Recurrent OneNet with Trainable Data Steps for Video Processing,Thu Jul 16 10:00 AM -- 10:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,10:00 AM,10:45 AM
"Filip Hanzely,Dmitry Kovalev,Peter Richtarik",Variance Reduced Coordinate Descent with Acceleration: New Method With a Surprising Application to Finite-Sum Problems,Wed Jul 15 11:00 PM -- 11:45 PM,Poster,Wed,Jul 15,Jul 15,11:00 PM,11:45 PM
"Filip Hanzely,Dmitry Kovalev,Peter Richtarik",Variance Reduced Coordinate Descent with Acceleration: New Method With a Surprising Application to Finite-Sum Problems,Thu Jul 16 12:00 PM -- 12:45 PM (CEST) ,Poster,Thu,Jul 16,Jul 16,12:00 PM,12:45 PM
"samuel cohen,Rendani Mbuvha,Tshilidzi Marwala,Marc Deisenroth",Healing Gaussian Process Experts,Wed Jul 15 11:00 PM -- 11:45 PM,Poster,Wed,Jul 15,Jul 15,11:00 PM,11:45 PM
"samuel cohen,Rendani Mbuvha,Tshilidzi Marwala,Marc Deisenroth",Healing Gaussian Process Experts,Thu Jul 16 12:00 PM -- 12:45 PM (CEST) ,Poster,Thu,Jul 16,Jul 16,12:00 PM,12:45 PM
"Vincent Dutordoir,Nicolas Durrande,James Hensman",Sparse Gaussian Processes with Spherical Harmonic Features,Wed Jul 15 11:00 PM -- 11:45 PM,Poster,Wed,Jul 15,Jul 15,11:00 PM,11:45 PM
"Vincent Dutordoir,Nicolas Durrande,James Hensman",Sparse Gaussian Processes with Spherical Harmonic Features,Thu Jul 16 10:00 AM -- 10:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,10:00 AM,10:45 AM
"Chen-Yu Wei,Mehdi Jafarnia,Haipeng Luo,Hiteshi Sharma,Rahul Jain",Model-free Reinforcement Learning in Infinite-horizon Average-reward Markov Decision Processes,Wed Jul 15 11:00 PM -- 11:45 PM,Poster,Wed,Jul 15,Jul 15,11:00 PM,11:45 PM
"Chen-Yu Wei,Mehdi Jafarnia,Haipeng Luo,Hiteshi Sharma,Rahul Jain",Model-free Reinforcement Learning in Infinite-horizon Average-reward Markov Decision Processes,Thu Jul 16 12:00 PM -- 12:45 PM (CEST) ,Poster,Thu,Jul 16,Jul 16,12:00 PM,12:45 PM
"Andrea Hornakova,Roberto Henschel,Bodo Rosenhahn,Paul Swoboda",Lifted Disjoint Paths with Application in Multiple Object Tracking,Wed Jul 15 11:00 PM -- 11:45 PM,Poster,Wed,Jul 15,Jul 15,11:00 PM,11:45 PM
"Andrea Hornakova,Roberto Henschel,Bodo Rosenhahn,Paul Swoboda",Lifted Disjoint Paths with Application in Multiple Object Tracking,Thu Jul 16 12:00 PM -- 12:45 PM (CEST) ,Poster,Thu,Jul 16,Jul 16,12:00 PM,12:45 PM
"Jorg Bornschein,Francesco Visin,Simon Osindero","Small Data, Big Decisions: Model Selection in the Small-Data Regime",Wed Jul 15 11:00 PM -- 11:45 PM,Poster,Wed,Jul 15,Jul 15,11:00 PM,11:45 PM
"Jorg Bornschein,Francesco Visin,Simon Osindero","Small Data, Big Decisions: Model Selection in the Small-Data Regime",Thu Jul 16 12:00 PM -- 12:45 PM (CEST) ,Poster,Thu,Jul 16,Jul 16,12:00 PM,12:45 PM
"Thomas Quinn,Dang Nguyen,Santu Rana,Sunil Gupta,Svetha Venkatesh",DeepCoDA: personalized interpretability for compositional health,Wed Jul 15 11:00 PM -- 11:45 PM,Poster,Wed,Jul 15,Jul 15,11:00 PM,11:45 PM
"Thomas Quinn,Dang Nguyen,Santu Rana,Sunil Gupta,Svetha Venkatesh",DeepCoDA: personalized interpretability for compositional health,Thu Jul 16 10:00 AM -- 10:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,10:00 AM,10:45 AM
"Elad Sarafian,Mor Sinay,yoram louzoun,Noa Agmon,Sarit Kraus",Explicit Gradient Learning for Black-Box Optimization,Wed Jul 15 11:00 PM -- 11:45 PM,Poster,Wed,Jul 15,Jul 15,11:00 PM,11:45 PM
"Elad Sarafian,Mor Sinay,yoram louzoun,Noa Agmon,Sarit Kraus",Explicit Gradient Learning for Black-Box Optimization,Thu Jul 16 10:00 AM -- 10:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,10:00 AM,10:45 AM
"Francesco Croce,Matthias Hein",Reliable evaluation of adversarial robustness with an ensemble of diverse parameter-free attacks,Wed Jul 15 11:00 PM -- 11:45 PM,Poster,Wed,Jul 15,Jul 15,11:00 PM,11:45 PM
"Francesco Croce,Matthias Hein",Reliable evaluation of adversarial robustness with an ensemble of diverse parameter-free attacks,Thu Jul 16 10:00 AM -- 10:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,10:00 AM,10:45 AM
